,ACTIVE_LISTING_RATE,MIN_PRICE,MAX_PRICE,AVG_PRICE,MEDIAN_PRICE,DISTINCT_HOST_COUNT,AVG_REVIEW_SCORES_RATING,ACTIVE_PERCENTAGE_CHANGE,INACTIVE_PERCENTAGE_CHANGE,SUPERHOST_RATE,TOTAL_STAYING,AVERAGE_ESTIMATED_REVENUE
36,99.956200,14,9022,166.826580,100.000,1215,93.424350,,,14.616100,590450,2474783197950
37,99.956500,14,9022,167.093860,100.000,1203,93.446271,0.691500,0.380200,14.558000,591624,2500383469320
38,99.954200,14,9022,169.378536,100.000,1067,93.464708,-13.203400,-13.636400,16.257900,500733,1850035181382
39,99.951400,14,9022,167.470534,100.000,1094,93.478250,4.064100,5.701800,16.349800,511230,1936547419680
40,99.958400,14,9022,162.490859,100.000,1182,93.514848,26.027000,28.630700,15.183700,681653,3192947176972
41,99.952400,14,9022,164.998253,100.000,1168,93.527401,-12.293100,-11.935500,13.774600,588889,2447019883924
42,99.952100,14,9022,162.323854,100.000,1163,93.493105,-0.780900,0.000000,13.604400,585091,2377774718540
43,99.951600,14,9022,163.683919,100.000,1160,93.549388,-0.656700,1.098900,13.949700,583371,2365153461477
44,99.934500,19,14568,216.895738,104.000,309,92.342003,-13.203400,-13.636400,9.742200,87358,86685168684
45,99.939600,19,14568,212.596053,110.000,322,92.064477,4.064100,5.701800,9.599500,92340,97488139680
46,99.951900,19,14568,208.306816,119.000,340,91.991511,26.027000,28.630700,10.259700,122551,159168380943
47,99.944300,19,14568,210.421991,110.000,335,92.214065,-12.293100,-11.935500,10.562500,104719,118637411728
48,99.943500,19,14568,207.511588,110.000,334,92.283209,-0.780900,0.000000,10.753300,104273,114832101072
49,99.943000,19,14568,207.354317,109.000,338,92.293996,-0.656700,1.098900,10.549300,104764,114220941516
50,99.943000,19,14568,207.818769,108.000,338,92.272835,-0.320200,0.000000,9.550000,104457,114271570806
51,99.941700,19,14568,207.173600,110.000,332,92.361277,-0.895600,-0.362300,9.481300,102529,109265257829
52,99.941500,19,14568,207.098537,109.000,331,92.363690,-1.222200,0.363600,9.126400,102198,108470913240
53,99.939900,19,14568,211.168672,109.000,319,92.257646,-2.534000,0.000000,10.096300,99883,105165512221
54,99.975000,23,28613,329.184227,150.000,844,93.635882,,,9.833800,378434,1993441209004
55,99.975000,23,28613,328.588769,150.000,831,93.651863,0.691500,0.380200,9.728000,378357,1988062857291
56,99.978800,25,10408,322.103903,150.000,751,93.751036,-13.203400,-13.636400,10.812900,326911,1486720942135
57,99.972300,25,12076,312.001454,150.000,761,93.756322,4.064100,5.701800,10.926600,332004,1496503049940
58,99.972300,20,28613,338.016408,150.000,817,93.614383,26.027000,28.630700,9.670300,431113,2628847749208
59,99.975000,20,28613,329.417319,150.000,811,93.695856,-12.293100,-11.935500,9.090900,376995,1983417442380
60,99.974600,20,28613,320.745409,150.000,806,93.718719,-0.780900,0.000000,9.159600,372401,1879959197012
61,99.974200,23,28613,322.777255,150.000,792,93.756038,-0.656700,1.098900,8.849500,369893,1851905554014
62,99.974100,23,28613,321.211560,150.000,790,93.747682,-0.320200,0.000000,7.838300,368008,1824310602064
63,99.973900,23,28613,327.057844,150.000,786,93.828551,-0.895600,-0.362300,7.998200,364467,1825813837515
64,99.973500,23,28613,323.844159,150.000,782,93.797153,-1.222200,0.363600,7.882200,359941,1762226503316
65,99.972700,23,28613,330.313401,150.000,745,93.912126,-2.534000,0.000000,8.828300,350306,1693195643656
66,99.865200,14,15000,159.965572,85.000,303,91.312246,4.064100,5.701800,15.685400,85880,61050975560
67,99.895900,14,15000,191.804933,90.000,337,91.341213,26.027000,28.630700,16.068000,118280,130607259880
68,99.877900,14,15000,179.023019,88.000,334,91.472293,-12.293100,-11.935500,13.306200,99335,87297982040
69,99.877600,14,15000,178.280956,89.000,330,91.236553,-0.780900,0.000000,13.265300,98251,85724685257
70,99.876000,14,15000,179.660596,90.000,331,91.142142,-0.656700,1.098900,12.546500,97243,84418593160
71,99.874600,14,15000,182.788659,90.000,328,91.297257,-0.320200,0.000000,13.416900,96793,84553234771
72,99.875100,14,15000,182.591496,91.000,330,91.192972,-0.895600,-0.362300,13.509600,96760,84768920240
73,99.875000,14,15000,183.330344,91.000,331,91.231415,-1.222200,0.363600,13.062600,96519,84846860811
74,99.866700,14,15000,187.020907,92.000,304,91.872843,-2.534000,0.000000,10.871600,92130,77467141980
75,99.670000,20,1429,95.575055,78.000,54,90.502203,,,9.240900,14089,1219980599
76,99.673200,20,1429,94.949727,78.000,55,90.489115,0.691500,0.380200,9.150300,14381,1249406899
77,99.650300,20,2164,112.541520,76.000,50,90.392188,-13.203400,-13.636400,17.832200,12928,1243970944
78,99.664800,20,1429,103.475336,78.000,52,90.374622,4.064100,5.701800,16.648000,13603,1255556900
79,99.706500,20,1429,105.074583,80.000,52,90.740791,26.027000,28.630700,14.579300,16136,1727697656
80,99.666300,20,1429,100.859375,77.000,48,90.767442,-12.293100,-11.935500,10.456100,14223,1285332510
81,99.657900,15,1429,100.350114,75.000,51,92.165595,-0.780900,0.000000,11.402500,13982,1226305292
82,99.658300,15,1429,102.310857,78.000,54,92.392092,-0.656700,1.098900,11.389500,13927,1246772894
83,99.655200,15,1429,104.613610,78.000,52,92.425000,-0.320200,0.000000,12.183900,14050,1274335000
84,99.657900,15,1429,104.112128,78.000,54,92.431894,-0.895600,-0.362300,12.998900,14035,1277100790
85,99.659500,15,1429,103.659453,78.000,55,92.469421,-1.222200,0.363600,12.939800,14059,1279551767
86,99.657100,15,1429,104.793578,78.000,56,92.443144,-2.534000,0.000000,12.808500,13922,1272192360
87,99.946600,22,2143,214.974546,136.000,369,95.708119,-0.780900,0.000000,26.792400,116898,141180870846
